ID,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,back_order
3076,3,8,0,0,1,2,1,2,5,6,2,0,0,0.79,0.78,0,0,0,0,1,0,0
3077,5,2,0,41,52,63,2,5,7,13,0,0,0,-99,0,0,0,0,0,1,0,0
3078,10,3,0,0,0,6,0,0,2,2,0,0,0,0.93,0.78,0,0,0,0,1,0,0
3079,91,2,5,28,70,126,23,84,175,244,26,0,0,0.68,0.64,0,0,0,0,1,0,0
3080,-3,8,0,30,30,39,5,20,27,37,0,0,0,0.95,0.91,3,0,0,0,1,0,1
3081,15,3,0,0,0,0,1,2,4,7,2,0,0,0.98,0.99,0,0,0,0,1,0,0
3082,0,8,0,4,6,8,1,1,5,6,0,0,0,0.85,0.56,0,0,0,1,1,0,1
3083,12,8,0,33,57,91,13,36,97,125,2,0,0,0.97,0.94,0,0,0,0,1,0,0
3084,1,12,0,16,26,38,9,16,24,50,0,0,0,1,1,0,0,0,0,1,0,1
3085,-2,8,0,3456,3456,3456,7,27,70,92,5,0,0,1,0.95,2,0,0,1,1,0,1
3086,3,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3087,1,12,0,11,18,25,4,11,16,21,0,0,0,0.78,0.78,0,0,0,1,1,0,1
3088,11,2,0,11,11,11,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3089,662,8,163,1469,2729,3989,547,1512,3033,4635,196,0,0,0.99,0.99,0,0,0,0,1,0,0
3090,52,0,0,160,304,432,50,143,242,373,19,0,0,0,0,20,0,0,1,0,0,1
3091,29,8,16,176,336,480,100,306,553,638,58,0,0,0.97,0.98,3,0,0,0,1,0,1
3092,257,8,54,290,370,450,48,95,169,385,121,0,0,1,0.92,0,0,0,0,1,0,0
3093,4,12,0,16,24,32,3,15,22,34,3,0,0,0.73,0.79,0,0,0,1,1,0,0
3094,4,9,0,0,0,0,2,7,11,15,0,0,0,0.86,0.84,0,0,0,0,1,0,0
3095,15,8,0,15,30,45,3,10,39,56,3,0,0,0.85,0.9,0,0,0,0,1,0,1
3096,8,4,0,0,0,0,1,3,3,3,1,0,0,0.24,0.14,0,1,0,0,1,0,1
3097,243,5,180,504,1188,2016,696,1434,2008,2008,85,0,0,0.65,0.71,0,0,0,0,1,0,0
3098,6,2,0,0,0,0,0,0,0,0,0,0,0,0.65,0.37,0,1,0,0,1,0,1
3099,455,8,0,0,200,400,35,112,263,434,136,0,0,0.92,0.95,0,0,0,0,1,0,0
3100,2,9,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,0,1,0,0
3101,8,8,0,8,16,32,1,8,18,28,2,0,0,0.84,0.89,0,0,0,0,1,0,1
3102,14,4,0,2,4,4,0,2,2,2,1,0,0,0.22,0.15,0,1,0,0,1,0,0
3103,0,8,0,0,0,0,0,0,0,0,0,0,0,0.78,0.75,0,0,0,0,1,0,0
3104,15,4,0,0,0,0,0,1,2,4,0,0,0,0.73,0.78,0,0,0,1,1,0,0
3105,1,2,0,0,0,0,0,0,0,0,0,0,0,0.57,0.67,0,1,0,1,1,0,0
3106,2,8,1,0,0,1,0,0,1,2,0,0,0,0.98,0.98,0,0,0,0,1,0,0
3107,18,3,0,0,0,0,0,0,1,1,0,0,0,1,0.99,0,0,0,0,1,0,0
3108,9692,2,2160,0,0,0,5582,19085,39035,61297,7087,0,0,0.76,0.82,6,0,0,0,0,0,0
3109,72,8,1,54,120,180,26,68,137,210,20,0,0,0.75,0.74,0,0,0,0,1,0,0
3110,19,2,0,0,0,0,0,0,1,1,0,0,0,0.83,0.83,0,1,0,0,1,0,0
3111,1,8,0,0,0,0,1,2,3,5,1,0,0,1,1,0,1,0,1,1,0,0
3112,2,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.97,0,0,0,0,1,0,0
3113,21,2,0,0,0,0,0,0,2,2,0,0,0,0.51,0.47,0,0,0,1,1,0,0
3114,136,2,0,180,300,420,58,144,291,425,52,0,0,0.99,0.99,0,0,0,0,1,0,0
3115,251,8,0,0,0,0,8,37,98,132,24,0,0,1,0.99,0,0,0,0,1,0,0
3116,16,8,0,0,0,0,0,9,12,15,1,0,0,0.43,0.46,0,0,0,0,1,0,0
3117,426,8,9,138,368,552,176,414,605,764,195,0,0,0.62,0.56,0,0,0,1,1,0,0
3118,11,8,0,0,0,25,1,4,5,11,0,0,0,0.79,0.91,0,0,0,0,1,0,0
3119,3,8,0,0,0,0,0,0,1,1,0,0,0,0.85,0.92,0,0,0,0,1,0,0
3120,11,2,0,0,0,0,0,0,0,0,0,0,0,0.9,0.9,0,1,0,0,1,0,0
3121,7,4,14,15,26,37,6,25,42,59,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3122,0,2,0,540,540,540,0,0,0,0,8,0,0,0.96,0.96,0,0,0,1,1,0,1
3123,3,8,0,17,25,33,2,9,16,17,2,0,0,0.85,0.83,0,0,0,0,1,0,0
3124,3,9,0,43,62,81,2,18,39,56,3,0,5,0.68,0.66,0,0,0,0,1,0,1
3125,91,8,0,17,57,117,20,65,165,185,26,0,0,0.04,0.04,0,0,0,0,1,0,0
3126,4,8,0,0,0,4,0,2,5,10,1,0,0,0.7,0.75,0,0,0,0,1,0,0
3127,0,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.76,0,0,0,0,1,0,1
3128,0,2,0,1,1,1,0,0,0,0,0,0,0,0.82,0.79,0,1,0,1,1,0,1
3129,15,3,0,765,1260,1755,165,579,1087,1592,132,0,45,0.43,0.46,3,0,0,0,1,0,1
3130,0,2,1,218,318,318,0,1,1,1,32,0,0,0.89,0.92,0,0,0,0,1,0,0
3131,54,2,0,26,26,52,14,35,60,103,0,0,0,0.86,0.91,0,0,0,0,1,0,0
3132,7,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
3133,0,8,0,20736,30528,41952,0,0,0,0,2164,0,0,0.91,0.91,0,0,0,1,1,0,1
3134,8,12,8,2,2,2,0,0,0,0,1,0,1,0.58,0.58,0,1,0,0,1,0,0
3135,1,8,0,7,7,9,7,9,11,14,2,0,0,0.73,0.82,0,0,0,0,1,0,1
3136,5,8,0,0,0,0,0,0,0,0,0,0,0,0.4,0.42,0,0,0,0,1,0,0
3137,9,10,0,0,5,10,3,4,11,16,0,0,0,0.89,0.9,0,0,0,0,1,0,1
3138,17,2,0,0,0,0,0,0,0,1,0,0,0,1,0.97,0,0,0,0,1,0,0
3139,5,8,0,35,53,89,4,18,35,55,4,0,0,0.14,0.32,0,0,0,0,1,0,1
3140,60,2,41,40,80,160,32,85,156,236,26,0,0,1,0.97,0,0,0,0,1,0,0
3141,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,1,0,0
3142,282,8,0,200,400,800,129,327,892,966,65,0,0,1,1,0,0,0,0,1,0,0
3143,-20,12,0,1040,1140,1340,79,403,952,1680,140,0,0,0.76,0.78,20,0,0,0,1,0,1
3144,0,12,0,4,6,8,1,3,5,6,0,0,0,0.78,0.78,0,0,0,0,1,0,1
3145,0,2,0,6,7,7,0,0,0,0,0,0,0,0.53,0.54,0,1,0,0,1,0,1
3146,0,2,0,144,144,144,0,3,3,3,12,0,0,0.88,0.63,0,0,0,1,1,0,1
3147,26,8,0,0,13,26,6,17,28,36,2,0,0,0.89,0.9,0,1,0,0,0,0,0
3148,3,8,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0
3149,9,4,0,0,0,0,0,1,2,2,0,0,0,0.73,0.78,0,1,0,1,1,0,0
3150,4,2,0,15,30,45,7,29,50,68,3,0,0,0.99,0.97,0,0,0,0,1,0,1
3151,0,4,0,93,134,165,0,0,0,0,15,0,0,1,0.98,0,0,0,0,1,0,1
3152,68,52,0,96,96,96,5,12,16,26,20,0,0,0.91,0.96,0,1,0,0,0,0,0
3153,11,9,0,0,0,0,0,0,0,0,0,0,0,0.91,0.77,0,0,0,0,1,0,0
3154,6,9,0,0,0,0,0,0,0,0,0,0,0,0.93,0.9,0,0,0,0,1,0,0
3155,919,2,778,1000,2250,3500,279,699,901,1705,329,0,0,0.91,0.95,0,1,0,0,1,0,0
3156,11,2,0,0,0,0,0,0,0,0,1,0,0,0.76,0.77,0,0,0,1,1,0,0
3157,5,14,0,0,0,0,0,1,1,1,0,0,0,0.89,0.9,0,0,0,0,1,0,0
3158,15,12,0,7,7,7,1,3,7,14,2,0,0,0.77,0.73,0,0,0,0,1,0,0
3159,57,2,0,0,0,0,1,3,5,8,1,0,0,0.35,0.26,0,0,0,0,1,0,0
3160,4,12,0,0,0,1,1,3,3,5,0,0,0,0.57,0.7,0,0,0,0,1,0,0
3161,5,2,0,15,30,45,9,14,29,43,0,0,0,0.53,0.54,0,0,0,0,1,0,0
3162,45,8,0,0,0,0,1,5,20,39,5,0,0,0.95,0.95,0,0,0,0,1,0,0
3163,13,8,0,47,92,115,14,25,38,45,0,0,0,0.65,0.64,0,0,0,0,1,0,1
3164,1531,12,0,0,0,0,0,54,57,75,50,0,0,0.78,0.78,0,0,0,0,1,0,0
3165,0,9,0,4,4,4,0,1,1,2,1,0,1,0.69,0.68,0,0,0,1,1,0,1
3166,4,2,0,10,10,20,0,4,7,11,0,0,0,0.94,0.97,0,0,0,0,1,0,0
3167,6,2,0,0,0,0,0,0,0,0,0,0,0,0.92,0.45,0,1,0,0,1,0,0
3168,5,8,0,0,0,0,0,0,0,0,0,0,0,0.83,0.86,0,0,0,0,1,0,0
3169,11,8,0,0,0,0,4,8,18,29,3,0,0,-99,-99,0,1,0,0,1,0,0
3170,0,9,0,2,3,4,0,1,2,3,0,0,0,0.94,0.9,0,0,0,0,1,0,1
3171,686,8,88,0,0,0,43,161,353,550,87,0,0,0.97,0.97,0,0,0,0,1,0,0
3172,9,8,0,75,108,152,9,46,92,161,21,0,0,0,0.19,0,0,0,0,1,0,1
3173,0,2,0,10,10,10,0,0,0,0,1,0,0,0.69,0.64,0,1,0,1,1,0,1
3174,166,8,0,0,0,0,0,0,0,0,0,0,0,0.96,0.94,0,0,0,0,1,0,0
3175,4,2,4,26,50,80,6,12,15,15,5,0,0,0.98,0.98,0,0,0,0,1,0,1
3176,4,16,0,54,61,75,11,35,63,86,16,0,0,0.99,0.99,0,0,0,0,1,0,1
3177,2,2,0,0,0,0,1,3,6,6,0,0,0,0.98,0.95,0,1,0,0,1,0,1
3178,2,2,0,6,6,6,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3179,36,2,0,0,0,0,0,0,0,0,2,0,0,0.98,0.98,0,1,0,0,1,0,0
3180,0,2,0,11,20,23,0,0,0,0,0,0,1,0.71,0.75,0,0,0,1,1,0,1
3181,9,8,0,22,33,44,8,18,31,48,0,0,0,0.51,0.57,0,0,0,0,1,0,0
3182,0,2,0,3,3,3,0,0,0,0,0,0,3,0.56,0.56,0,1,0,0,1,0,1
3183,-1,12,0,31,59,75,11,34,60,97,7,0,0,0.8,0.77,6,0,0,0,1,0,1
3184,0,2,10,0,0,0,3,3,4,6,1,0,0,0.95,0.86,0,0,0,0,1,0,0
3185,0,2,0,126,126,126,0,0,0,0,0,0,0,0.92,0.86,4,1,0,0,1,0,1
3186,319,8,0,0,0,0,0,0,0,2,2,0,0,0.91,0.9,0,0,0,0,0,0,0
3187,10,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
3188,284,8,4,24,204,384,8,24,39,39,19,0,0,0.78,0.75,0,0,0,1,1,0,0
3189,9,8,0,8,8,16,2,4,14,19,1,0,0,0.86,0.88,0,0,0,0,1,0,0
3190,22,4,0,0,0,0,0,0,0,15,0,0,0,0.89,0.9,0,1,0,0,1,0,0
3191,7,8,0,0,0,0,0,0,1,1,1,0,0,0.37,0.34,0,0,0,0,1,0,0
3192,12,2,0,0,0,0,0,0,10,11,0,0,0,0.99,0.99,0,0,0,0,1,0,0
3193,0,0,0,25,49,63,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
3194,2,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,1,1,0,0
3195,466,12,227,600,1050,1500,202,619,1076,1558,278,0,0,0.87,0.94,0,0,0,1,1,0,0
3196,1,4,0,6,8,12,6,11,14,18,0,0,0,0.78,0.78,0,0,0,0,1,0,1
3197,7,8,0,64,64,96,14,34,66,89,3,0,0,0.95,0.91,0,0,0,0,1,0,0
3198,2,12,0,0,0,0,0,0,0,0,0,0,0,0.57,0.68,0,0,0,0,1,0,0
3199,9,9,0,0,0,0,0,1,3,7,0,0,0,1,1,0,0,0,0,1,0,0
3200,188,8,0,0,0,0,2,7,18,31,3,0,0,0.92,0.91,0,0,0,0,1,0,0
3201,63,9,18,29,71,91,11,32,64,99,17,0,0,0.86,0.84,0,0,0,0,1,0,0
3202,108,2,0,200,200,200,26,99,169,250,44,0,0,0.86,0.88,0,0,0,0,1,0,0
3203,6,2,0,40,72,104,8,25,41,41,2,0,0,0.87,0.75,0,0,0,0,1,0,0
3204,6,8,0,0,0,0,2,3,8,16,1,0,0,0.97,0.93,0,0,0,0,1,0,0
3205,3,2,0,0,1,2,0,1,3,3,0,0,0,0.8,0.82,0,0,0,1,1,0,0
3206,2,12,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,1,0,0
3207,13,8,0,112,112,212,42,65,96,135,18,0,0,0,0,0,0,0,0,1,0,1
3208,362,8,220,936,1464,1944,194,566,1070,1763,366,0,0,0.98,0.96,0,0,0,1,1,0,0
3209,4,8,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,0,0,0,0,1,0,0
3210,18,8,0,0,0,0,1,3,7,9,7,0,0,0,0,0,0,0,0,1,0,0
3211,10,9,0,5,5,5,0,0,0,0,0,0,0,0.91,0.77,0,1,0,0,1,0,0
3212,172,8,142,875,1344,1815,161,536,857,1439,176,0,12,0.87,0.83,0,0,0,0,1,0,0
3213,8,2,0,0,0,0,0,0,0,1,0,0,0,0.99,0.99,0,0,0,0,1,0,0
3214,5255,52,0,0,0,0,0,0,0,0,0,0,0,0.99,0.94,0,1,0,0,1,0,0
3215,12,2,0,0,0,0,1,1,2,2,0,0,0,0.73,0.76,0,1,0,0,1,0,0
3216,260,2,150,0,110,220,8,54,180,217,0,0,0,0.68,0.64,0,0,0,0,1,0,0
3217,8,8,0,0,1,2,1,3,8,12,0,0,0,0.98,0.99,0,0,0,0,1,0,0
3218,4668,8,0,0,0,0,0,100,300,444,109,0,0,0.55,0.74,48,0,0,0,1,0,0
3219,0,8,0,8,14,20,3,5,8,14,2,0,0,0.58,0.75,0,0,0,0,1,0,0
3220,4,9,0,1,1,1,0,0,0,0,0,0,0,0.7,0.66,0,0,0,0,1,0,0
3221,3,8,0,0,0,0,0,0,1,1,0,0,0,0.95,0.97,0,0,0,0,1,0,0
3222,1,8,0,26,36,46,2,8,22,41,2,0,0,0.18,0.1,0,0,0,0,1,0,1
3223,3,8,0,0,0,0,0,0,0,0,1,0,0,0.42,0.36,0,0,0,0,1,0,0
3224,2,2,0,0,0,0,2,2,2,2,0,0,0,0.44,0.41,0,0,0,0,1,0,1
3225,109,10,3,22,22,22,21,35,48,72,45,0,0,0.89,0.9,0,0,0,0,1,0,0
3226,20,12,0,0,0,0,0,0,0,0,1,0,0,0.48,0.48,0,1,0,0,1,0,0
3227,482,12,0,0,0,0,0,13,18,18,1,0,0,0.48,0.48,0,1,0,0,1,0,0
3228,7,8,13,21,53,77,8,19,42,43,0,0,0,0.93,0.87,0,0,0,0,1,0,0
3229,-1,8,0,8,16,24,1,14,27,41,0,0,0,0.97,0.98,1,0,0,0,1,0,1
3230,2,52,0,0,0,0,0,0,0,0,0,0,0,0.73,0.76,0,1,0,0,1,0,0
3231,12,8,0,24,40,56,8,18,32,61,2,0,0,0.5,0.35,0,0,0,0,1,0,1
3232,2,12,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,1,0,0,1,0,0
3233,570,8,0,0,0,0,0,0,0,0,0,0,0,0.97,0.96,0,0,0,1,1,0,0
3234,0,2,0,8,13,15,1,1,1,1,0,0,0,0.68,0.66,0,1,0,0,1,0,1
3235,9,12,0,0,0,0,2,2,3,3,0,0,0,0.74,0.74,0,0,0,0,1,0,0
3236,149,8,0,0,0,0,1,1,2,3,1,0,0,0.78,0.74,0,0,0,0,1,0,0
3237,12,8,0,0,4,10,3,8,9,12,0,0,0,0.78,0.74,0,0,0,0,1,0,0
3238,332,8,21,270,450,540,54,216,400,648,60,0,0,0.61,0.6,2,0,0,0,1,0,0
3239,233,8,3,155,263,371,38,154,298,427,49,0,0,0.79,0.84,0,0,0,0,1,0,0
3240,2,2,0,0,0,0,0,0,0,0,0,0,0,0.97,0.9,0,0,0,0,1,0,0
3241,0,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,0,0,1,1,0,0
3242,18,9,0,0,0,0,0,0,0,0,0,0,0,0.85,0.82,0,0,0,0,1,0,0
3243,129,12,35,147,198,266,58,150,226,356,63,0,0,0.91,0.7,0,0,0,0,1,0,0
3244,4,4,0,0,0,0,0,0,0,0,0,0,0,0.7,0.66,0,1,0,0,1,0,0
3245,13,12,0,0,0,0,0,0,0,0,1,0,0,0.58,0.58,0,1,0,0,1,0,0
3246,7,4,0,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,1,0,0,1,0,0
3247,255,8,44,250,450,650,36,184,355,660,60,0,0,0.84,0.82,0,0,0,0,1,0,0
3248,222,8,15,0,0,0,15,40,91,146,26,0,0,0.98,0.96,0,0,0,0,1,0,0
3249,2031,2,24,0,142,355,133,509,1031,1615,260,0,0,0.92,0.86,0,1,0,0,1,0,0
3250,57,8,0,0,0,0,4,12,16,24,1,0,0,0.56,0.65,0,0,0,0,1,0,0
3251,2,8,0,0,0,0,0,0,0,0,2,0,0,0.66,0.67,0,0,0,0,1,0,0
3252,5,2,0,4,8,12,1,4,10,17,0,0,0,0.97,0.92,0,0,0,0,1,0,1
3253,2,8,0,1,1,2,0,1,2,2,0,0,0,1,0.99,0,0,0,0,1,0,0
3254,4,4,0,0,0,0,0,0,0,1,0,0,0,0.73,0.78,0,1,0,0,1,0,0
3255,8,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,1,0,0,1,0,0
3256,125,12,1,0,0,0,16,43,104,148,17,0,0,0.95,0.86,0,0,0,1,1,0,0
3257,113,8,0,0,0,0,0,7,7,7,0,0,0,0.69,0.69,0,1,0,0,1,0,0
3258,19,12,1,0,0,0,1,1,4,4,0,0,0,0.82,0.79,0,1,0,0,1,0,0
3259,115,8,100,100,180,340,23,163,399,537,52,0,0,0.85,0.9,0,0,0,0,1,0,0
3260,4,8,0,4,12,16,6,12,15,15,0,0,0,0.61,0.62,0,0,0,1,1,0,1
3261,64,8,0,0,51,102,22,45,97,166,0,0,0,1,0.98,0,0,0,0,1,0,0
3262,16,8,0,0,0,0,0,0,0,0,0,0,0,0.89,0.9,0,0,0,0,1,0,0
3263,5,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,1,1,0,0
3264,3,12,0,0,0,0,0,0,0,0,0,0,0,0.73,0.7,0,0,0,0,1,0,0
3265,27,4,0,0,0,0,0,7,17,33,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3266,196,12,11,0,0,500,20,64,119,154,43,0,0,0.88,0.81,0,0,0,0,1,0,0
3267,208,0,78,797,1317,1837,202,593,1164,1745,206,0,0,0,0,0,0,0,0,0,0,1
3268,35,8,0,14,21,28,6,18,31,55,5,0,0,0.8,0.86,0,0,0,0,1,0,0
3269,37,8,0,0,200,200,12,29,48,68,11,0,0,0.82,0.82,0,0,0,0,1,0,1
3270,11,8,0,0,0,0,0,0,0,0,1,0,0,-99,0,0,1,0,0,1,0,0
3271,3,9,0,0,0,0,0,0,0,0,0,0,0,0.7,0.66,0,0,0,0,1,0,0
3272,26,52,0,0,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0
3273,14,8,0,0,0,0,0,0,0,0,2,0,0,0.96,0.97,0,0,0,0,1,0,0
3274,7,2,0,5,11,18,3,12,25,25,1,0,0,0.27,0.38,0,1,0,0,1,0,1
3275,2,8,0,1,2,3,1,1,4,7,0,0,0,0.86,0.91,0,0,0,1,1,0,0
3276,36,8,0,0,0,0,0,0,0,0,0,0,0,0.93,0.95,0,0,0,0,1,0,0
3277,1,8,0,0,0,0,0,0,0,0,1,0,0,0.96,0.97,0,0,0,1,1,0,0
3278,2,12,0,0,0,0,1,1,1,1,0,0,0,0.73,0.79,0,0,0,1,1,0,0
3279,4,4,0,0,0,0,0,0,0,0,0,0,0,0.77,0.8,0,0,0,0,1,0,0
3280,9,9,6,6,6,12,1,9,12,16,4,0,0,0.86,0.84,0,0,0,0,1,0,0
3281,1,9,0,3,7,8,4,6,13,15,5,0,0,0.86,0.84,0,0,0,0,1,0,1
3282,36,4,0,0,0,0,14,51,76,123,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3283,9,2,0,0,0,0,0,0,0,0,0,0,0,0.95,0.97,0,0,0,0,1,0,0
3284,74,2,0,0,0,0,9,15,25,47,1,0,0,0.85,0.76,0,1,0,0,1,0,0
3285,4,2,0,10,10,10,0,0,0,0,1,0,0,0.86,0.9,0,1,0,0,1,0,0
3286,50,8,1,250,425,625,93,243,422,626,68,0,25,0.47,0.47,0,0,0,0,1,0,1
3287,14,12,0,14,29,44,6,12,19,31,0,0,0,0.57,0.68,0,0,0,0,1,0,0
3288,11,2,0,0,0,0,0,0,4,4,0,0,0,0.82,0.89,0,0,0,0,1,0,0
3289,18,8,1,154,259,354,35,110,217,346,79,0,9,0.86,0.88,0,0,0,1,1,0,1
3290,1355,8,868,2880,4080,4920,528,1123,2029,4401,724,0,0,0.82,0.81,0,0,0,0,1,0,0
3291,10,8,0,0,0,0,0,0,1,1,0,0,0,0.17,0.33,0,0,0,0,1,0,0
3292,38114,8,0,0,0,0,4,20,48,79,6,0,0,0.9,0.94,0,0,0,0,1,0,0
3293,6,8,0,0,0,0,0,0,0,0,0,0,0,1,0.99,0,0,0,0,1,0,0
3294,184,8,161,142,286,466,74,220,398,568,76,0,0,0.93,0.96,2,0,0,0,1,0,0
3295,57,8,0,0,48,60,2,16,97,123,1,0,0,0.98,0.92,0,0,0,0,1,0,0
3296,1710,4,0,0,0,0,0,0,6,7,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3297,368,8,1,226,502,916,69,270,713,957,123,0,0,0.59,0.75,0,0,0,0,1,0,0
3298,31,4,0,0,0,0,0,0,1,1,0,0,0,0.96,0.83,0,0,0,0,1,0,0
3299,25,2,0,0,0,0,0,0,0,0,0,0,0,0.66,0.6,0,0,0,0,1,0,0
3300,0,2,0,37,37,37,0,0,0,0,3,0,0,0.12,0.1,0,0,0,0,1,0,1
3301,477,8,0,0,0,0,2,3,6,8,0,0,0,0.79,0.79,0,0,0,0,1,0,0
3302,0,4,4,1,1,1,0,7,8,8,0,0,0,0.7,0.66,0,1,0,0,1,0,0
3303,14,9,0,0,0,0,0,0,3,3,0,0,0,0.91,0.77,0,0,0,0,1,0,1
3304,199,8,41,253,448,688,77,220,440,702,80,0,0,0.98,0.96,0,0,0,0,1,0,0
3305,0,8,0,1,1,3,5,12,14,17,0,0,0,0.98,0.97,0,0,0,0,1,0,1
3306,261,8,11,132,452,652,103,271,503,851,50,0,0,0.98,0.97,0,0,0,0,1,0,0
3307,2,12,0,0,0,0,0,0,0,0,0,0,0,0.77,0.73,0,0,0,0,1,0,0
3308,190,8,0,35,35,115,0,0,0,0,0,0,0,0.97,0.87,0,0,0,0,1,0,0
3309,8,4,5,13,31,46,2,9,19,19,0,0,0,0.96,0.85,0,0,0,0,1,0,0
3310,3,12,0,0,0,0,0,0,0,0,0,0,0,0.62,0.73,0,0,0,0,1,0,0
3311,0,2,0,8,14,17,0,0,0,0,0,0,0,0.51,0.53,0,1,0,0,1,0,0
3312,-5,8,3,71,122,177,13,23,75,116,15,0,0,0.16,0.1,7,0,0,1,1,0,1
3313,8,8,0,8,16,24,4,14,25,37,0,0,0,0.82,0.83,0,0,0,0,1,0,1
3314,-1,8,0,126,126,252,329,349,384,408,20,0,0,0.84,0.71,1,0,0,0,1,0,1
3315,10,8,0,0,0,0,0,0,1,1,6,0,0,0.43,0.46,0,1,0,0,1,0,0
3316,2,9,0,0,0,0,0,0,0,0,0,0,0,0.94,0.9,0,1,0,0,1,0,0
3317,5,2,0,0,0,0,0,0,0,0,0,0,0,0.73,0.76,0,0,0,1,1,0,0
3318,4,8,0,0,0,2,1,1,2,8,0,0,0,0.85,0.78,0,0,0,0,1,0,0
3319,3,12,0,0,1,2,0,0,2,3,0,0,0,0.82,0.79,0,0,0,0,1,0,0
3320,1,2,0,0,0,0,1,1,1,1,0,0,0,0.78,0.82,0,1,0,0,1,0,1
3321,1,12,0,1,1,1,0,0,1,1,0,0,0,0.62,0.73,0,0,0,0,1,0,1
3322,6,8,0,6,11,20,2,9,16,21,0,0,0,1,0.96,0,0,0,0,1,0,0
3323,269,4,149,433,749,907,161,407,671,1090,17,0,0,0.73,0.78,0,0,0,0,1,0,0
3324,2,8,0,10,18,28,3,9,17,25,2,0,0,0.66,0.43,0,0,0,0,1,0,1
3325,0,8,0,4,4,4,1,2,5,9,0,0,0,0.12,0.1,0,0,0,1,1,0,1
3326,2,2,0,4,12,16,4,6,15,18,0,0,0,0.99,0.98,0,0,0,0,1,0,0
3327,21,2,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0
3328,62,8,0,80,160,200,24,76,132,224,32,0,0,0.94,0.94,0,0,0,0,1,0,0
3329,7,8,13,6,18,36,6,37,52,71,6,0,0,0.9,0.92,0,0,0,0,1,0,0
3330,44,4,0,0,0,0,1,6,7,14,0,0,0,0.78,0.78,0,0,0,0,1,0,0
3331,8,2,4,14,41,80,11,31,44,44,0,0,0,0.85,0.87,0,0,0,0,1,0,0
3332,17,52,0,0,0,0,0,1,1,2,1,0,0,0.5,0.84,0,1,0,0,1,0,0
3333,4,4,8,28,28,44,26,39,106,190,0,0,0,0.62,0.62,0,0,0,0,1,0,1
3334,1,8,0,7,67,135,0,0,0,0,0,0,0,1,0.63,0,0,0,0,1,0,0
3335,260,8,0,0,0,0,0,0,0,0,1,0,0,0.77,0.73,0,1,0,0,1,0,0
3336,101,2,0,0,0,0,0,0,0,0,2,0,0,1,0.99,0,0,0,0,1,0,0
3337,480,8,110,255,623,977,148,535,1040,1717,189,0,0,1,0.99,0,0,0,0,1,0,0
3338,1,8,0,7,11,13,2,6,8,8,2,0,0,0,0,0,0,0,0,1,0,1
3339,36,8,29,14,17,26,8,28,59,85,14,0,0,0.98,0.99,0,0,0,0,1,0,0
3340,7,8,0,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,0,0,1,1,0,0
3341,6,12,0,0,0,0,0,0,0,0,1,0,0,0.89,0.89,0,0,0,0,1,0,0
3342,8,4,0,0,0,0,0,0,0,0,0,0,0,0.73,0.78,0,0,0,0,1,0,0
3343,-2,2,0,555,817,1123,76,269,543,772,87,0,0,0.35,0.27,6,0,0,0,1,0,1
3344,479,8,0,0,0,0,0,1,4,7,2,0,0,1,0.87,0,0,0,0,1,0,0
3345,25,9,0,0,0,0,0,0,0,0,0,0,0,0.68,0.66,0,0,0,1,1,0,0
3346,3,12,1,0,0,0,0,0,2,3,0,0,0,0.78,0.78,0,0,0,0,1,0,0
